food,characteristic,p_values
GROUP_FRAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS,currently_smoke,0.7527275834679126
GROUP_COOK_FAT_MARGARINE_TUB_TOTAL_GRAMS,currently_smoke,0.7527275834679126
GROUP_COOK_FAT_MARGARINE_LOW_FAT_TOTAL_GRAMS,currently_smoke,0.7527275834679126
NATIVEAMER,currently_smoke,0.7527275834679127
GROUP_CAP_N_CRUNCH_TOTAL_GRAMS,currently_smoke,0.7527275834679127
GROUP_OTHER_FIBER_CEREAL_TOTAL_GRAMS,currently_smoke,0.7527275834679127
CHEXOTHERTYPE,belly,0.7527275834679128
LIFETYPE,belly,0.7527275834679128
FLAXHEMPSEEDOILTYPE,belly,0.7527275834679128
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,belly,0.7527275834679128
GROUP_COOK_FAT_MARGARINE_LOW_FAT_TOTAL_GRAMS,belly,0.7527275834679128
GROUP_ALL_BRAN_ORIGINAL_TOTAL_GRAMS,currently_smoke,0.7527275834679128
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,currently_smoke,0.7527275834679128
GROUP_COOK_FAT_MARGARINE_STICK_TOTAL_GRAMS,belly,0.7527275834679129
GROUP_LATTE_CAPPUCCINO_NON_FAT_MILK_TOTAL_GRAMS,currently_smoke,0.7527275834679129
SUP_LZ,belly,0.752727583467913
GROUP_CAKE_LOW_SUGAR_TOTAL_GRAMS,currently_smoke,0.752727583467913
GROUP_SODA_DIET_NO_CAFFEINE_TOTAL_GRAMS,currently_smoke,0.752727583467913
APPLEJACKSTYPE,belly,0.7527275834679131
KASHIGOLNORHR2HRTYPE,belly,0.7527275834679131
SPECIALKFLAVSTYPE,belly,0.7527275834679131
COOKINGFATSTICKMARG,belly,0.7527275834679131
COOKINGFATSOFTTUBMARG,belly,0.7527275834679131
COOKINGFATLOWFATMARG,belly,0.7527275834679131
COOKINGFATLARD,belly,0.7527275834679131
ANTIOXIDANTCOMBOYEARS,belly,0.7527275834679131
VITAMINAYEARS,belly,0.7527275834679131
OMEGA3DONTKNOWTYPE,belly,0.7527275834679131
BLACK,belly,0.7527275834679131
SUP_ALA,belly,0.7527275834679131
GROUP_LATTE_CAPPUCCINO_NON_FAT_MILK_TOTAL_GRAMS,belly,0.7527275834679131
GROUP_COOK_FAT_MARGARINE_TUB_TOTAL_GRAMS,belly,0.7527275834679131
CAPNCRUNCHTYPE,belly,0.7527275834679132
COCOAKRISPIESTYPE,belly,0.7527275834679132
GROUP_CAP_N_CRUNCH_TOTAL_GRAMS,belly,0.7527275834679132
GROUP_SODA_DIET_NO_CAFFEINE_TOTAL_GRAMS,belly,0.7527275834679132
GROUP_GRAPE_NUTS_TOTAL_GRAMS,currently_smoke,0.7527275834679132
GROUP_CAKE_LOW_FAT_TOTAL_GRAMS,currently_smoke,0.7527275834679132
CINNTOASTCRTYPE,belly,0.7527275834679134
OTHERFIBERCEREALTYPE,belly,0.7527275834679134
GROUP_OTHER_FIBER_CEREAL_TOTAL_GRAMS,belly,0.7527275834679134
ALLBRANORIGTYPE,belly,0.7527275834679135
NATIVEAMER,belly,0.7527275834679135
GROUP_ALL_BRAN_ORIGINAL_TOTAL_GRAMS,belly,0.7527275834679135
GROUP_APPLE_JACKS_COOKIE_CRISP_TOTAL_GRAMS,belly,0.7527275834679135
GROUP_CINNAMON_TOAST_CRUNCH_TOTAL_GRAMS,belly,0.7527275834679135
GROUP_COCOA_KRISPIES_PEBBLES_PUFFS_TOTAL_GRAMS,belly,0.7527275834679135
GROUP_CAKE_LOW_SUGAR_TOTAL_GRAMS,belly,0.7527275834679135
GROUP_FRAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS,belly,0.7527275834679137
GROUP_MOCHA_NON_FAT_MILK_TOTAL_GRAMS,belly,0.752727583467914
GROUP_COOK_FAT_ANIMAL_FAT_TOTAL_GRAMS,belly,0.752727583467914
GROUP_ICE_CREAM_LOW_SUGAR_TOTAL_GRAMS,belly,0.7527275834679142
GROUP_MOCHA_NON_FAT_MILK_TOTAL_GRAMS,currently_smoke,0.7527275834679142
DT_CALC,ever_smoked,0.752731837219499
DT_CALC,never_smoked,0.7527318372194991
DT_ATAD,noCrash,0.7527486855677775
SOMEJUICEFREQ,Jewish,0.7528657600516858
VARIETYMEATFREQ,Jewish,0.7528657600516863
SAUCEICECREAMQUAN,diabetes,0.7528657600516865
SOMEJUICEFREQ,smoke_often,0.7528657600516889
DT_M201,currently_smoke,0.7529106050945263
GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS,smoke_rarely,0.7529247353824717
GROUP_LATTE_CAPPUCCINO_WHOLE_MILK_TOTAL_GRAMS,noCrash,0.7529907174227515
ORANGEJUICETYPE,yesCrash,0.7530059106058395
WHOLEGRAINCEREALFREQ,rash,0.7531587317995911
T_ANTHOCYADNS,ever_smoked,0.7531990458310276
T_ANTHOCYADNS,never_smoked,0.7531990458310277
BACONSAUSAGEFREQ,Dems,0.7531997730946277
FRIESFREQ,quit_smoking,0.7532054303908114
OTHERNOODLESTYPE,smoke_rarely,0.753247110490743
TOMATOJUICEFREQ,Dems,0.7533008428079393
GROUP_SANDWICH_BUNS_MULTIGRAIN_TOTAL_GRAMS,right_hand,0.7533611476560427
F16D1T,dog,0.7534021836444937
BEERFREQ,belly,0.7535673977809085
SODAFREQ,Dems,0.7535674464426485
F18D2TT,dog,0.7536104984210835
GROUP_OTHER_NOT_WHOLEGRAIN_UNSWEETENED_CEREAL_TOTAL_GRAMS,currently_smoke,0.7536319886836266
GROUP_OTHER_NOT_WHOLEGRAIN_UNSWEETENED_CEREAL_TOTAL_GRAMS,belly,0.7536319886836271
LEU_G,mathReading,0.7536669766097788
GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS,readingMath,0.7536881412128777
SER_G,unfavCable,0.7537030429968312
LYS_G,Jewish,0.7537276521301659
GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS,rash,0.753748281562777
PEACHESFREQ,right_hand,0.7537979120091299
F22D0,mathReading,0.7538026357823392
VITE_IU,belly,0.7538539786040226
ARG_G,dog,0.7538648579382015
TOCTRA,dog,0.7539035057493233
AVOCADOQUAN,right_hand,0.7539503885330091
GROUP_LATTE_CAPPUCCINO_WHOLE_MILK_TOTAL_GRAMS,right_hand,0.7540810477568247
CHOCAL,noCrash,0.7542574641047741
THEAFLV33D,Jewish,0.7543952048764133
DT_FOLAC,quit_smoking,0.7544183257395322
GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS,atheist,0.7544578479329326
DT_NITROGEN,belly,0.7544618304052921
ORANGESQUAN,heart_disease,0.7544835969939108
FOLICACIDAMOUNT,cat,0.754491252970364
GROUP_OTHER_CRACKERS_FILLED_PRETZELS_REGULAR_TOTAL_GRAMS,never_smoked,0.7545288383110903
GROUP_OTHER_CRACKERS_FILLED_PRETZELS_REGULAR_TOTAL_GRAMS,ever_smoked,0.7545288383110907
GROUP_FRIED_OR_COATED_CHICKEN_TURKEY_TOTAL_GRAMS,unfavCable,0.7545350125044219
PANCAKEQUAN,rash,0.7545736594886818
GROUP_CHEESEBURGER_MEAT_AND_CHEESE_TOTAL_GRAMS,right_hand,0.7545760114822349
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,ever_smoked,0.7545919502726856
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,never_smoked,0.7545919502726859
VEGGIESFREQ,yesCrash,0.7546080403248808
GROUP_OTHER_NOODLES_WHITE_PASTA_TOTAL_GRAMS,rash,0.7546196723980939
MK4,quit_smoking,0.7547067676453888
WHOLEGRAINCRACKERSQUAN,heart_disease,0.7548247150880155
GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS,right_hand,0.7548790564638281
VITAMINCQUAN,mathReading,0.7548798641949171
THEAFLAVIN,Jewish,0.7549033342527289
LENTILSOUPFREQ,Jewish,0.7549917694627907
BROCCOLIFREQ,noCrash,0.7550455636971323
RAWTOMATOESQUAN,rash,0.7550894511101588
D_MILK,unfavCable,0.7551091391804357
NARING,cancer,0.7551122966449241
SUP_OLEIC,favCable,0.7552279553557704
THEAFLV3PG,Jewish,0.7552443713268545
BEANSQUAN,atheist,0.7552469770891767
GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS,atheist,0.7553073589656742
GROUP_BOTH_RED_AND_WHITE_WINE_TOTAL_GRAMS,smoke_rarely,0.7554011513897733
DT_B12AD,mathReading,0.755406121524353
COOKEDGREENSQUAN,cat,0.7554144427551421
GROUP_POULTRY_UNCOATED_NO_SKIN_TOTAL_GRAMS,atheist,0.755443732572153
OTHERVEGGIESQUAN,unfavCable,0.7554538237772452
TUNAQUAN,atheist,0.7555815652864971
GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS,mathReading,0.7556923615761657
PORKCHOPSQUAN,currently_smoke,0.755697383063106
MELONSQUAN,currently_smoke,0.7556973830631069
PORKCHOPSQUAN,belly,0.7556973830631077
BREAKFASTSANDWICHFREQ,uhCrash,0.7557000813090371
V_STARCHY_TOTAL,unfavCable,0.7557794462763056
DT_PROT,dog,0.7558273636456171
ICECREAMQUAN,right_hand,0.7558778283964227
DT_CRYPT,belly,0.7559127385932463
AA_BEV,yesCrash,0.7559212781913023
HOTDOGQUAN,readingMath,0.7560022490004578
CREAMCHEESEQUAN,uhCrash,0.756061602047803
GROUP_BREAD_MIX_TOTAL_GRAMS,smoke_rarely,0.7560907124886842
DT_S120,unfavCable,0.7561343527577585
GROUP_OJ_GRAPEFRUIT_JUICE_NOT_CALCIUM_FORTIFIED_TOTAL_GRAMS,Jewish,0.7561509457739769
WHITERICEQUAN,Dems,0.7561893117852172
TOCTRG,Dems,0.7562806057304485
DT_S180,Jewish,0.7562986651881175
OTHERCRACKERSFREQ,favCable,0.7563102246661758
WATERQUAN,Jewish,0.756379013742393
GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS,smoke_often,0.7564446550368055
DT_PROT,noCrash,0.7564485251330383
GLY_G,dog,0.7564524198651283
COFFEEDRINKSQUAN,dog,0.7564983706368084
CHILDCAREFREQ,diabetes,0.7565010069607487
CHOLNGPC,uhCrash,0.7565101941243907
SPAGHETTITYPE,neutralCable,0.7565205401303553
PICKLESFREQ,readingMath,0.7565323326611451
GROUP_SANDWICH_BUNS_WHOLEGRAIN_TOTAL_GRAMS,right_hand,0.7565557535152109
OTHERFRESHFRUITFREQ,neutralCable,0.7565771597615437
SPORTSDRINKSQUAN,ever_smoked,0.7566108100045126
SPORTSDRINKSQUAN,never_smoked,0.7566108100045132
DT_FOLFD,readingMath,0.7566140270533529
GROUP_FRIED_FISH_FISH_STICKS_SANDWICH_BREADED_FILLETS_TOTAL_GRAMS,neutralCable,0.7566927707867132
CANNEDFRUITQUAN,yesCrash,0.7567183971158302
GROUP_COOKIES_LOW_FAT_TOTAL_GRAMS,right_hand,0.7567293228179685
GALCATEGC,Jewish,0.7567574916517362
QUERCE,cancer,0.7567601676173565
SUP_ZINC,dog,0.7567703457210414
YOGURTKIND,heart_disease,0.7568241640123634
DT_VITC,cat,0.7568990370358879
BANANASQUAN,noCrash,0.756906331890976
OTHERPIESQUAN,atheist,0.7569063318909804
APPLESQUAN,noCrash,0.7569063318909874
CALCIUMAMOUNT,left_hand,0.7569327644037344
VITAMINCAMOUNT,diabetes,0.7569956360416418
CABBAGEQUAN,smoke_rarely,0.7570804534977683
PRO_G,Jewish,0.7573748090078811
RECRMINS,unfavCable,0.7573845316270631
SPORTSDRINKSQUAN,right_hand,0.7574791852380264
COFFEEFREQ,yesCrash,0.7575909256101856
F22D0,yesCrash,0.7576279911626627
MAYOFREQ,currently_smoke,0.7576493458149582
COFFEEDRINKSKIND,neutralCable,0.7577543596297258
COOKINGFATPAMORNONE,mathReading,0.7578027042370963
FORMONONETIN,Jewish,0.7580150308048222
EGGROLLQUAN,left_hand,0.7580305115393617
LIGHTHOUSEFREQ,unfavCable,0.7580345498510593
GROUP_BOTH_RED_AND_WHITE_WINE_TOTAL_GRAMS,atheist,0.7580590458522265
GROUP_SPAGHETTI_MEATLESS_TOTAL_GRAMS,smoke_rarely,0.7581252801842353
F_CITMLB,rash,0.7581608673892652
COOKEDGREENSQUAN,Dems,0.7581834050076938
EGGROLLFREQ,atheist,0.7582097971748629
BACONSAUSAGEFREQ,belly,0.7582927314874403
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,smoke_rarely,0.7583719339069236
WHITERICEFREQ,unfavCable,0.7584724098795954
CHILDCAREFREQ,yesCrash,0.7584967907807459
EGGSQUAN,Jewish,0.7586396501610906
V_LEGUMES,readingMath,0.7586613771585823
AF_TOT_S,neutralCable,0.7586705081183781
BUNSTYPE,cat,0.7586761276675762
PF_LEGUMES,readingMath,0.7587560564992627
POTATOESFREQ,favCable,0.7588336742910792
WHOLEGRAINCEREALFREQ,smoke_often,0.7588668068385696
VITE_IU,noCrash,0.7589230232459953
F18D2T,rash,0.7589959239766659
GROUP_OTHER_CRACKERS_FILLED_PRETZELS_REGULAR_TOTAL_GRAMS,diabetes,0.7590095350546634
THEAFLV3G,diabetes,0.759030740411925
G_TOTAL,left_hand,0.7590550434689153
PSGTOT,left_hand,0.7590550434689153
GROUP_SHELLFISH_EXCEPT_OYSTERS_TOTAL_GRAMS,mathReading,0.7590829307688755
HESPT,neutralCable,0.7591283758391902
GROUP_COFFEE_CAFFEINE_TOTAL_GRAMS,heart_disease,0.7591350785385838
GROUP_POPCORN_LOW_FAT_LIGHT_TOTAL_GRAMS,belly,0.7591731773667851
DT_ATOC,belly,0.7592184511165472
T_ISOFLAVONES,noCrash,0.7592384815776947
GROUP_TUNA_TUNA_IN_DISHES_TOTAL_GRAMS,smoke_often,0.7592481497504869
PAC_2,cat,0.7592641194403263
GROUP_NON_FAT_SKIM_MILK_TOTAL_GRAMS,readingMath,0.759332588855961
DT_VARAE,unfavCable,0.7594445458388641
GROUP_PEACH_NECTARINE_TOTAL_GRAMS,quit_smoking,0.759472842203986
FRIEDORBREADEDFISHQUAN,rash,0.7594925257004832
GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS,belly,0.7594936409085855
GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS,smoke_rarely,0.759586623330557
MAYOFREQ,cat,0.7595982075353452
MILKONCEREALFREQ,cancer,0.7596147923535914
WINETYPE,Dems,0.7596238791215233
M_SOY_ND,noCrash,0.7596672115893008
THEARBIGN,heart_disease,0.7596875185715857
EPICATEGC,smoke_often,0.7597750395589331
DT_BCARO,unfavCable,0.7598438824646665
LUNCHMEATQUAN,readingMath,0.7599857984317422
GROUP_ICE_CREAM_FROZEN_YOGURT_LOW_FAT_TOTAL_GRAMS,yesCrash,0.7600806752664305
GROUP_POULTRY_UNCOATED_NO_SKIN_TOTAL_GRAMS,dog,0.7601701428286877
V_STARCHY_OTHER,yesCrash,0.7601921071510453
BUTTERFREQ,Jewish,0.7604035561414864
GROUP_KETCHUP_SALSA_TOTAL_GRAMS,Jewish,0.760475082167156
DT_M181,currently_smoke,0.7605183719179963
OTHERRICHSAUCESQUAN,dog,0.760563315546342
OTHERFRESHFRUITQUAN,dog,0.7605633155463434
TOCPHB,smoke_often,0.7605758182274637
F20D3N3,rash,0.7606525894136436
WALNUTSFREQ,yesCrash,0.7606801613941532
HOTDOGFREQ,dog,0.7607598289085459
ILE_G,mathReading,0.7607797509557794
DDZEIN,unfavCable,0.7608309256931567
RECRMINS,mathReading,0.7608843550277743
RAISINBRANTYPE,mathReading,0.7609700645300583
CHEERIOSPLAINTYPE,mathReading,0.7609700645300586
COOKINGFATCORN,mathReading,0.7609700645300586
REGULARHOTTEATYPE,right_hand,0.7609700645300613
MEATSUBSTITUTESQUAN,mathReading,0.7609700645300622
PRENATALVITSAMOUNT,readingMath,0.7610329356268595
FRUITSFREQ,heart_disease,0.7612532314743716
F18D1TN7,mathReading,0.7613127678116979
PF_MEAT,heart_disease,0.7613472820123178
JOBSTANDFREQ,belly,0.7613594994620547
FRIEDORBREADEDCHICKENFREQ,cat,0.7613799295480587
COOKINGFATCANOLA,never_smoked,0.761453457116791
COOKINGFATCANOLA,ever_smoked,0.7614534571167917
PAC_3,neutralCable,0.7615142053682611
FIBERSUPPAMOUNT,yesCrash,0.7617077940454884
SPAGHETTIFREQ,mathReading,0.7617701443151477
FOLICACIDYEARS,neutralCable,0.7618146804839494
COLDCEREALFREQ,Dems,0.7618277400469096
POPCORNFREQ,cat,0.7620253278606064
GROUP_BREAD_WHOLE_GRAIN_TOTAL_GRAMS,neutralCable,0.7621242957367347
ENERGYDRINKSQUAN,favCable,0.7621765412412119
MACANDCHEESEFREQ,left_hand,0.7622540204051924
GROUP_BANANAS_TOTAL_GRAMS,dog,0.7622971819227746
SWEETPOTATOESQUAN,rash,0.7623470637961379
BIKESWIMTIME,diabetes,0.7623620184580788
F_WHOLE,neutralCable,0.7624108972881565
GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS,smoke_rarely,0.7624550110004178
GROUP_ICE_CREAM_FROZEN_YOGURT_LOW_FAT_TOTAL_GRAMS,smoke_often,0.7626750800163281
CHEERIOSHONNUTTYPE,rash,0.7627076868188556
GROUP_SANDWICH_BUNS_MIX_TOTAL_GRAMS,diabetes,0.762803111961396
METMINS,dog,0.7628329320882691
CHILDCAREFREQ,Jewish,0.76287937317877
TOFUQUAN,Dems,0.7628793731787714
WHITERICEFREQ,smoke_rarely,0.7629052845102984
GLU_G,dog,0.762916694343362
GROUP_TABLE_SALT_TOTAL_GRAMS,never_smoked,0.7629623551587137
GROUP_TABLE_SALT_TOTAL_GRAMS,ever_smoked,0.7629623551587139
COFFEEDRINKSFREQ,currently_smoke,0.7629904613943089
DT_MAGN,ever_smoked,0.763089537868102
DT_MAGN,never_smoked,0.7630895378681022
CYS_G,never_smoked,0.7631422888812716
CYS_G,ever_smoked,0.7631422888812718
GROUP_CEREAL_GRANOLA_BARS_TOTAL_GRAMS,uhCrash,0.7631827543606796
GROUP_SWEETS_TOTAL_GRAMS,dog,0.7633631392038125
SODATYPE,cancer,0.7633732712255392
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,left_hand,0.7633770510254616
GROUP_SUGARYBEVG_TOTAL_KCAL,left_hand,0.7634367651479437
PSVEGOTH,noCrash,0.763448789052053
CATECHIN,right_hand,0.7635299762190614
BARBECUESAUCEFREQ,left_hand,0.7636712541353771
CYS_G,Jewish,0.763714558073518
DT_FOLFD,dog,0.7638280745940953
F18D1T,readingMath,0.7639098222676797
VEALLAMBGAMEFREQ,diabetes,0.7639408918043936
RAWTOMATOESFREQ,favCable,0.7639611165074248
JOBSTANDTIME,readingMath,0.7639974864129769
THEAFLV3G,left_hand,0.7640216899397234
SPAGHETTIFREQ,cancer,0.7641657968433591
SPAGHETTIQUAN,yesCrash,0.7641678705831833
GROUP_GRANOLA_TOTAL_GRAMS,smoke_rarely,0.7642325729383377
DT_S100,currently_smoke,0.7643478102876881
GROUP_LOW_CAL_KOOLAID_TOTAL_GRAMS,smoke_rarely,0.7643583186391618
GROUP_HONEY_BUNCHES_OF_OATS_TOTAL_GRAMS,smoke_often,0.764589683497165
GROUP_HONEY_BUNCHES_OF_OATS_TOTAL_GRAMS,Jewish,0.7645896834971658
GROUP_POPCORN_TOTAL_GRAMS,right_hand,0.7646337769712193
CREAMCHEESEFREQ,unfavCable,0.7647187152098265
COOKIESFREQ,yesCrash,0.764734671811524
VITAMINB6YEARS,Jewish,0.764767587474408
VITAMINB6YEARS,smoke_often,0.7647675874744084
HISTN_G,uhCrash,0.7649066614595235
GROUP_CABBAGE_SLAW_CHINESE_CABBAGES_TOTAL_GRAMS,uhCrash,0.7649285764781208
GROUP_OJ_GRAPEFRUIT_JUICE_NOT_CALCIUM_FORTIFIED_TOTAL_GRAMS,smoke_rarely,0.7649339286424124
OTHERVEGGIESFREQ,dog,0.7649436907510291
GROUP_OTHER_FRESH_FRUIT_FRUIT_SALAD_TOTAL_GRAMS,noCrash,0.7651267666645216
GROUP_MARGARINE_AT_TABLE_TOTAL_GRAMS,smoke_often,0.7652436417571998
GROUP_SODA_SUGAR_NO_CAFFEINE_TOTAL_GRAMS,quit_smoking,0.7652541235928161
F18D1C,atheist,0.765269914389001
COFFEEDRINKSTYPE,noCrash,0.7653184554879894
PANTAC,cat,0.7653416068937177
PF_SOY,noCrash,0.7653967639743671
GROUP_ENERGY_DRINKS_LOW_SUGAR_TOTAL_GRAMS,Jewish,0.7654319298644805
GROUP_ENERGY_DRINKS_SUGAR_TOTAL_GRAMS,dog,0.7654583865257379
GROUP_CHEERIOS_HONEY_NUT_FLAVORS_TOTAL_GRAMS,cancer,0.7654592553583477
D_YOGURT,atheist,0.7654763306585072
TORTILLASQUAN,readingMath,0.7654893941543359
EXERGYMFREQ,mathReading,0.765625354863502
GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS,ever_smoked,0.765724663010694
GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS,never_smoked,0.7657246630106941
WHOLEGRAINCRACKERSQUAN,quit_smoking,0.7658319205965836
APPLESFREQ,quit_smoking,0.7658568729605144
F17D0,readingMath,0.7658970298686649
GROUP_LIVER_LIVERWURST_TOTAL_GRAMS,cancer,0.7659526062399966
TOCTRG,dog,0.7660086011959278
OTHERCHIPSQUAN,quit_smoking,0.7660403530106026
POPCORNTYPE,favCable,0.7660938545918723
F18D3CN6,dog,0.7661382474660405
MEALREPLACEMENTDRINKSFREQ,heart_disease,0.7661504549625001
MARGARINEQUAN,smoke_rarely,0.7661534283285429
F24D0,Jewish,0.7662460482194319
DT_SODI,smoke_often,0.7662924605515271
LEMONADEFREQ,smoke_rarely,0.7663299906868251
M_SOY_ND,unfavCable,0.7663708114277707
PCTALCH,Jewish,0.7663709861951915
OTHERNOODLESFREQ,unfavCable,0.7664234276152356
BISCUITFREQ,favCable,0.76645722223089785
BISCUITFREQ,quit_smoking,0.7664572222308984
F18D2CN6,left_hand,0.7665021044368805
CORNQUAN,belly,0.7666954729765503
SUP_OM_3,dog,0.7667115687537616
PF_SOY,unfavCable,0.7667394983342679
TUNAFREQ,belly,0.7667439432634797
F_CITMLB,dog,0.7667587148839603
GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS,rash,0.7667997430643538
NIACIN_EQUIV_NE,atheist,0.7669420505931421
GROUP_BREAD_WHITE_TOTAL_GRAMS,smoke_rarely,0.7673103575940787
MILKFREQ,smoke_rarely,0.7675128156633129
COOKIESQUAN,smoke_often,0.7675600956109948
OTHERPIESFREQ,readingMath,0.7675790832590368
EGGSFREQ,Dems,0.7675854017099121
DT_RIBO,quit_smoking,0.7676190986593103
SUP_DHA,noCrash,0.7677116909916539
SUP_EPA,noCrash,0.7677160309500657
GROUP_CHEESE_FULL_FAT_TOTAL_GRAMS,Jewish,0.7677200192025677
SUP_CA,never_smoked,0.7679058267282237
SUP_CA,ever_smoked,0.7679058267282242
POTATOESFREQ,noCrash,0.7679343009307127
GROUP_OTHER_MILK_ALMOND_TOTAL_GRAMS,favCable,0.7681043281871168
DT_ALCO,yesCrash,0.7681105981397649
MARGARINEQUAN,dog,0.7681309353333519
VITAMINCYEARS,yesCrash,0.7682684321313404
GRITSFREQ,yesCrash,0.7682684321313409
F22D1T,neutralCable,0.7682695254620209
SLICEDCHEESEFREQ,heart_disease,0.7683158388910557
CYS_G,uhCrash,0.7683286215148364
GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS,noCrash,0.7683389768309363
GROUP_REDUCED_FAT_2_PCT_MILK_TOTAL_GRAMS,dog,0.7683624281677979
BROCCOLIFREQ,rash,0.7683995267796198
GRITSQUAN,currently_smoke,0.7685038176834466
STEAKQUAN,smoke_rarely,0.768503817683454
BEANSFREQ,yesCrash,0.7685329939070715
PF_CUREDMEAT,yesCrash,0.7685333110760038
ZINCYEARS,readingMath,0.7685668389138076
MACANDCHEESEQUAN,unfavCable,0.768589513964464
DT_M221,left_hand,0.7686273428934772
GROUP_PIZZA_PIZZA_POCKETS_TOTAL_GRAMS,noCrash,0.7686407502174544
GROUP_TORTILLA_MIX_TOTAL_GRAMS,neutralCable,0.7686523372014458
GROUP_TUNA_TUNA_IN_DISHES_TOTAL_GRAMS,quit_smoking,0.7687396670181267
EXERGYMTIME,neutralCable,0.7687576994600978
SALSAQUAN,uhCrash,0.7687576994600998
HYP,uhCrash,0.7687633573743028
OTHERCANDIESFREQ,rash,0.768769339703135
A_DRINKS,yesCrash,0.768793915486443
COFFEEQUAN,mathReading,0.7688043132064225
BEANSQUAN,quit_smoking,0.7688310270626482
F18D2I,cancer,0.7689112172351468
PEONIDIN,never_smoked,0.7689719203724986
PEONIDIN,ever_smoked,0.7689719203724994
GROUP_SHELLFISH_EXCEPT_OYSTERS_TOTAL_GRAMS,never_smoked,0.7691630286940193
GROUP_SHELLFISH_EXCEPT_OYSTERS_TOTAL_GRAMS,ever_smoked,0.7691630286940195
PANCAKEFREQ,quit_smoking,0.7691871357832833
PUMPKINPIEFREQ,left_hand,0.7692154762571879
USEVITSREGULARLY,left_hand,0.7692154762571879
CHEERIOSHONNUTTYPE,cancer,0.7692154762571884
CEREALBARSQUAN,cancer,0.769215476257189
GROUP_YOGURT_PLAIN_LOW_FAT_TOTAL_GRAMS,smoke_rarely,0.7693834973445807
GROUP_SWEETS_TOTAL_KCAL,atheist,0.7694014992599991
GROUP_MAC_AND_CHEESE_CHEESE_DISHES_TOTAL_GRAMS,heart_disease,0.7694076367516673
GROUP_RAISIN_BRAN_TOTAL_GRAMS,smoke_rarely,0.7694389259167329
DT_S080,dog,0.7694401378528317
F18D1T,rash,0.7694646545287087
MAYOFREQ,unfavCable,0.7694896655147679
JAMQUAN,readingMath,0.7695184707456821
PF_TOTAL,currently_smoke,0.76952853498481
MACANDCHEESEFREQ,rash,0.7695390393026149
PRO_G,uhCrash,0.7695445814126151
TOFUFREQ,heart_disease,0.7698374914883832
PEANUTBUTTERFREQ,Dems,0.7698704609961158
GROUP_PEANUTS_OTHER_NUTS_SEEDS_TOTAL_GRAMS,uhCrash,0.7698734648745083
GROUP_OJ_GRAPEFRUIT_JUICE_NOT_CALCIUM_FORTIFIED_TOTAL_GRAMS,right_hand,0.7699011112480024
SHELLFISHQUAN,noCrash,0.7699094715881474
GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS,atheist,0.7699868516904232
CHICKENSKINTYPE,favCable,0.7699980583201961
GNSTEIN,noCrash,0.7700165832591183
TOCPHB,Jewish,0.7700259559181343
F_JUICE,favCable,0.7700771933020862
GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS,neutralCable,0.7701163847938793
KAEMF,neutralCable,0.7701997164735488
SUP_NIAC,rash,0.7702105014175507
PAC10,belly,0.7702119288583515
GROUP_REDUCED_FAT_2_PCT_MILK_TOTAL_GRAMS,heart_disease,0.7702410529940327
COOKIESFREQ,cat,0.7702523527259459
CREAMCHEESEQUAN,yesCrash,0.7704867657952327
COFFEEDRINKSQUAN,diabetes,0.7705199023402408
GROUP_SHELLFISH_EXCEPT_OYSTERS_TOTAL_GRAMS,smoke_rarely,0.7705368799205548
DT_LYCO,rash,0.770622344881789
COFFEEQUAN,uhCrash,0.7706731598764349
OTHERNOODLESQUAN,Dems,0.7706987093130515
GROUP_POULTRY_UNCOATED_TOTAL_GRAMS,diabetes,0.7707174450571076
WHOLEGRAINCRACKERSFREQ,mathReading,0.7708086874594322
PELARGDIN,cancer,0.7708346534246611
DT_P225,Jewish,0.7708884490713939
HEAVYWORKFREQ,ever_smoked,0.7709241682354459
